case_id;date;start_of_week;start_of_month;translated_comments;sentiment;channel;resolution_time_min;csat_rating_received;classification;resolved_in_sla;first_touch_resolution;group_name_history;groups;total_groups;csat_rated_group_name;issue_classification
CASE-10698;2023-06-02;2023-05-28;2023-06-01;Phone support was amazing, they handled my complaint well.;positive;phone;5;4;PROMOTER;1;0;Grupo G;1;1;Grupo G;Login Problems
CASE-14073;2024-02-10;2024-02-04;2024-02-01;The chatbot answered my mortgage question accurately.;positive;phone;9;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Payment Issues
CASE-10201;2022-07-05;2022-07-03;2022-07-01;The email response was rude and dismissive.;negative;email;3376;1;DETRACTOR;0;0;Grupo B;1;1;Grupo B;Card Issues
CASE-12794;2023-02-09;2023-02-05;2023-02-01;Email support didn’t bother to read my email.;negative;email;3461;1;DETRACTOR;0;0;Grupo H,Grupo B,Grupo E,Grupo E;3;4;Grupo E;Login Problems
CASE-14908;2023-08-12;2023-08-06;2023-08-01;The email response was sloppy and unclear.;negative;email;2633;1;DETRACTOR;0;1;Grupo F,Grupo C,Grupo I,Grupo B,Grupo E;5;5;Grupo E;Login Problems
CASE-18766;2022-09-07;2022-09-04;2022-09-01;The chatbot handled my payment query perfectly.;positive;email;63;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Card Issues
CASE-14158;2023-11-11;2023-11-05;2023-11-01;Email support was fair, nothing exciting.;neutral;phone;17;4;PROMOTER;1;0;Grupo A;1;1;Grupo A;Loan Inquiry
CASE-17596;2023-10-28;2023-10-22;2023-10-01;The chatbot guided me through my account options easily.;positive;phone;5;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Balance Inquiry
CASE-19069;2023-08-30;2023-08-27;2023-08-01;The email response was thorough and resolved my question.;positive;email;214;5;PROMOTER;1;1;Grupo H;1;1;Grupo H;Balance Inquiry
CASE-15400;2022-10-07;2022-10-02;2022-10-01;The email response was late and irrelevant.;negative;chatbot;30;1;DETRACTOR;0;0;Grupo C;1;1;Grupo C;Transaction Error
CASE-19274;2024-02-13;2024-02-11;2024-02-01;The chatbot was alright with my payment setup.;neutral;chatbot;26;4;PROMOTER;0;0;Grupo E,Grupo C;2;2;Grupo C;Payment Issues
CASE-13209;2022-11-06;2022-11-06;2022-11-01;Phone support was efficient and solved my problem fast.;positive;email;85;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;General Inquiry
CASE-19195;2024-03-21;2024-03-17;2024-03-01;The chatbot gave me outdated info about my fees.;negative;chatbot;101;1;DETRACTOR;0;0;Grupo F,Grupo H,Grupo E,Grupo I;4;4;Grupo I;Payment Issues
CASE-14171;2022-07-07;2022-07-03;2022-07-01;The chatbot crashed during my transaction query.;negative;chatbot;106;1;DETRACTOR;0;0;Grupo G,Grupo I,Grupo J,Grupo F;4;4;Grupo F;Card Issues
CASE-10872;2024-04-13;2024-04-07;2024-04-01;The chatbot kept crashing when I needed help.;negative;email;2211;2;DETRACTOR;0;1;Grupo J,Grupo G,Grupo F,Grupo J;3;4;Grupo J;Fees Inquiry
CASE-18877;2022-10-17;2022-10-16;2022-10-01;The email team sent a reply that solved nothing.;negative;email;4260;1;DETRACTOR;0;0;Grupo I,Grupo H,Grupo J,Grupo H;3;4;Grupo H;Card Issues
CASE-12914;2023-09-29;2023-09-24;2023-09-01;The phone agent was great at explaining my loan terms.;positive;email;166;5;PROMOTER;1;1;Grupo H;1;1;Grupo H;Payment Issues
CASE-14617;2024-08-31;2024-08-25;2024-08-01;The email team was fast and solved my problem.;positive;chatbot;1;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Loan Inquiry
CASE-18157;2022-02-24;2022-02-20;2022-02-01;The chatbot made checking my interest rates so simple.;positive;phone;5;4;PROMOTER;1;1;Grupo G;1;1;Grupo G;Loan Inquiry
CASE-17486;2024-08-11;2024-08-11;2024-08-01;I received a detailed email response in less than an hour.;positive;email;653;4;PROMOTER;1;1;Grupo D,Grupo D,Grupo E;2;3;Grupo E;Loan Inquiry
CASE-15491;2023-03-07;2023-03-05;2023-03-01;Email support was fast and gave me all the info I needed.;positive;chatbot;5;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;General Inquiry
CASE-17988;2024-02-23;2024-02-18;2024-02-01;The chatbot failed to answer my mortgage question.;negative;email;2627;1;DETRACTOR;0;1;Grupo B,Grupo A,Grupo I,Grupo D;4;4;Grupo D;Transaction Error
CASE-11383;2022-09-16;2022-09-11;2022-09-01;Phone support was average, met basic needs.;neutral;email;3852;4;PROMOTER;0;1;Grupo E,Grupo G,Grupo A;3;3;Grupo A;Balance Inquiry
CASE-12700;2022-11-01;2022-10-30;2022-11-01;The chatbot helped me with my account balance quickly.;positive;email;187;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Loan Inquiry
CASE-11318;2023-03-20;2023-03-19;2023-03-01;The agent was very helpful and resolved my issue quickly.;positive;email;197;4;PROMOTER;1;1;Grupo G;1;1;Grupo G;Card Issues
CASE-16920;2022-08-06;2022-07-31;2022-08-01;The email team ignored my urgent card issue.;negative;email;1540;2;DETRACTOR;0;0;Grupo B,Grupo F,Grupo F,Grupo B,Grupo G;3;5;Grupo G;Card Issues
CASE-17127;2022-12-08;2022-12-04;2022-12-01;Phone support was terrible, they wasted my time.;negative;chatbot;80;2;DETRACTOR;0;0;Grupo D,Grupo A,Grupo E;3;3;Grupo E;Fees Inquiry
CASE-10323;2024-02-05;2024-02-04;2024-02-01;The chatbot gave me accurate info about my account in seconds.;positive;email;264;4;PROMOTER;1;1;Grupo C,Grupo E,Grupo J;3;3;Grupo J;Payment Issues
CASE-12089;2023-03-09;2023-03-05;2023-03-01;The email team helped me with my statement questions quickly.;positive;chatbot;10;5;PROMOTER;1;1;Grupo F,Grupo H;2;2;Grupo H;Loan Inquiry
CASE-16845;2025-02-20;2025-02-16;2025-02-01;Email support was average, not bad or good.;neutral;chatbot;24;4;PROMOTER;0;0;Grupo G,Grupo D;2;2;Grupo D;Loan Inquiry
CASE-18728;2022-10-14;2022-10-09;2022-10-01;The phone agent didn’t know basic banking info.;negative;chatbot;19;1;DETRACTOR;0;0;Grupo D,Grupo I,Grupo I;2;3;Grupo I;Account Setup
CASE-15283;2023-01-22;2023-01-22;2023-01-01;The chatbot failed to process my savings request.;negative;chatbot;28;1;DETRACTOR;0;0;Grupo E,Grupo J,Grupo E,Grupo J;2;4;Grupo J;Transaction Error
CASE-13801;2022-12-23;2022-12-18;2022-12-01;The chatbot failed to reset my password correctly.;negative;chatbot;61;2;DETRACTOR;0;0;Grupo I,Grupo I,Grupo E;2;3;Grupo E;Fees Inquiry
CASE-16863;2024-07-06;2024-06-30;2024-07-01;The chatbot assisted with my card, but it was slow.;neutral;chatbot;17;4;PROMOTER;0;1;Grupo G,Grupo E;2;2;Grupo E;Login Problems
CASE-12355;2022-08-24;2022-08-21;2022-08-01;The email response was late and full of errors.;negative;email;4089;2;DETRACTOR;0;1;Grupo H,Grupo I;2;2;Grupo I;Card Issues
CASE-17779;2024-02-12;2024-02-11;2024-02-01;Quick and friendly service, my card issue was sorted out fast.;positive;email;90;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Payment Issues
CASE-14434;2022-08-19;2022-08-14;2022-08-01;The chatbot was a lifesaver when I needed to block my card.;positive;phone;14;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;Payment Issues
CASE-10382;2024-09-16;2024-09-15;2024-09-01;The email team didn’t fix my login problem.;negative;chatbot;90;2;DETRACTOR;0;0;Grupo F,Grupo C,Grupo C,Grupo J;3;4;Grupo J;Card Issues
CASE-15777;2022-11-12;2022-11-06;2022-11-01;The chatbot was alright with my loan terms.;neutral;chatbot;23;3;DETRACTOR;0;1;Grupo F,Grupo C,Grupo I,Grupo F;3;4;Grupo F;Card Issues
CASE-19930;2022-12-31;2022-12-25;2022-12-01;Email support was rude and unprofessional.;negative;email;3397;1;DETRACTOR;0;1;Grupo B,Grupo F,Grupo C;3;3;Grupo C;Fees Inquiry
CASE-18889;2025-01-01;2024-12-29;2025-01-01;The email team provided excellent service, I’m happy!;positive;phone;13;5;PROMOTER;1;1;Grupo H;1;1;Grupo H;Card Issues
CASE-17440;2022-05-14;2022-05-08;2022-05-01;The email response was sloppy and unclear.;negative;chatbot;49;2;DETRACTOR;0;1;Grupo J,Grupo F,Grupo G,Grupo C;4;4;Grupo C;Loan Inquiry
CASE-10645;2023-12-01;2023-11-26;2023-12-01;I had a horrible experience with the phone support.;negative;email;1887;2;DETRACTOR;0;0;Grupo A,Grupo H,Grupo E;3;3;Grupo E;Payment Issues
CASE-19764;2024-05-12;2024-05-12;2024-05-01;The phone agent helped me set up alerts with ease.;positive;phone;5;4;PROMOTER;1;1;Grupo C;1;1;Grupo C;Loan Inquiry
CASE-13782;2022-09-08;2022-09-04;2022-09-01;The email team provided a clear and quick solution.;positive;chatbot;3;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Loan Inquiry
CASE-16091;2022-03-15;2022-03-13;2022-03-01;Email support was reliable and resolved my concern.;positive;phone;8;4;PROMOTER;1;1;Grupo G,Grupo D;2;2;Grupo D;Payment Issues
CASE-19569;2024-03-03;2024-03-03;2024-03-01;The chatbot couldn’t handle my simple transfer request.;negative;chatbot;48;2;DETRACTOR;0;0;Grupo I,Grupo C,Grupo E;3;3;Grupo E;Fraud Report
CASE-12191;2024-07-10;2024-07-07;2024-07-01;The email team helped me with my statement questions quickly.;positive;phone;14;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Payment Issues
CASE-16540;2022-02-23;2022-02-20;2022-02-01;I received a detailed email response in less than an hour.;positive;chatbot;1;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;Payment Issues
CASE-17544;2024-09-03;2024-09-01;2024-09-01;The chatbot failed to help with my balance inquiry.;negative;email;1862;2;DETRACTOR;0;0;Grupo F,Grupo J;2;2;Grupo J;Login Problems
CASE-18776;2022-07-18;2022-07-17;2022-07-01;The chatbot gave me outdated info about my fees.;negative;chatbot;107;2;DETRACTOR;0;0;Grupo C,Grupo D,Grupo G,Grupo H;4;4;Grupo H;Balance Inquiry
CASE-19813;2024-02-10;2024-02-04;2024-02-01;The email response was generic and useless.;negative;email;1573;1;DETRACTOR;0;0;Grupo D;1;1;Grupo D;Login Problems
CASE-10392;2025-02-19;2025-02-16;2025-02-01;The email response was thorough and resolved my question.;positive;email;79;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;Balance Inquiry
CASE-11101;2024-10-04;2024-09-29;2024-10-01;The phone team was great at helping me with my card.;positive;chatbot;5;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Card Issues
CASE-10541;2023-06-23;2023-06-18;2023-06-01;The email team was courteous and efficient.;positive;phone;6;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;Loan Inquiry
CASE-12768;2023-01-03;2023-01-01;2023-01-01;The email team helped me with my statement questions quickly.;positive;email;447;5;PROMOTER;1;1;Grupo C,Grupo E,Grupo H;3;3;Grupo H;Loan Inquiry
CASE-18133;2025-02-04;2025-02-02;2025-02-01;The phone agent helped me with my rewards program.;positive;email;230;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Loan Inquiry
CASE-12059;2022-07-07;2022-07-03;2022-07-01;The chatbot saved me so much time with my transaction query.;positive;phone;22;5;PROMOTER;1;1;Grupo G,Grupo G;1;2;Grupo G;Balance Inquiry
CASE-11235;2024-01-11;2024-01-07;2024-01-01;Phone support was excellent, they helped me with my statement.;positive;phone;9;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;Card Issues
CASE-13400;2023-02-03;2023-01-29;2023-02-01;The email team responded promptly and solved my issue.;positive;phone;5;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Payment Issues
CASE-19438;2024-12-18;2024-12-15;2024-12-01;The service was slow, and my issue is still unresolved.;negative;phone;86;2;DETRACTOR;0;1;Grupo E,Grupo A;2;2;Grupo A;Login Problems
CASE-14027;2022-08-21;2022-08-21;2022-08-01;The phone agent was great at explaining my loan terms.;positive;email;199;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Balance Inquiry
CASE-18069;2023-02-27;2023-02-26;2023-02-01;The chatbot crashed during my payment request.;negative;email;1897;2;DETRACTOR;0;0;Grupo H,Grupo I,Grupo E;3;3;Grupo E;Transaction Error
CASE-12455;2022-12-05;2022-12-04;2022-12-01;The chatbot guided me through my account options easily.;positive;phone;42;5;PROMOTER;0;1;Grupo H,Grupo D,Grupo C;3;3;Grupo C;Transaction Error
CASE-12742;2022-11-11;2022-11-06;2022-11-01;Great customer service, the phone representative was so polite!;positive;chatbot;6;4;PROMOTER;1;1;Grupo J,Grupo B;2;2;Grupo B;Balance Inquiry
CASE-16044;2022-11-05;2022-10-30;2022-11-01;The phone representative was unhelpful and impatient.;negative;email;3059;1;DETRACTOR;0;0;Grupo D;1;1;Grupo D;Card Issues
CASE-19147;2024-09-21;2024-09-15;2024-09-01;The phone team was courteous and fixed my issue instantly.;positive;chatbot;3;5;PROMOTER;1;1;Grupo B;1;1;Grupo B;Payment Issues
CASE-18341;2024-05-14;2024-05-12;2024-05-01;The chatbot helped me with my savings goal easily.;positive;email;193;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Balance Inquiry
CASE-14604;2023-05-22;2023-05-21;2023-05-01;Phone support made me feel confident about my banking.;positive;phone;40;5;PROMOTER;0;1;Grupo C,Grupo F,Grupo B;3;3;Grupo B;Loan Inquiry
CASE-19724;2022-05-21;2022-05-15;2022-05-01;The chatbot answered my mortgage question accurately.;positive;phone;15;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Balance Inquiry
CASE-19240;2023-11-16;2023-11-12;2023-11-01;The chatbot kept looping with no solution.;negative;chatbot;67;2;DETRACTOR;0;0;Grupo F,Grupo F,Grupo B,Grupo J,Grupo G;4;5;Grupo G;General Inquiry
CASE-16240;2022-06-21;2022-06-19;2022-06-01;The phone team made banking so easy for me.;positive;chatbot;1;5;PROMOTER;1;1;Grupo A,Grupo D;2;2;Grupo D;Payment Issues
CASE-12602;2023-07-04;2023-07-02;2023-07-01;The email team took forever and didn’t help.;negative;chatbot;49;2;DETRACTOR;0;0;Grupo B,Grupo I,Grupo G,Grupo J;4;4;Grupo J;Payment Issues
CASE-15422;2022-08-16;2022-08-14;2022-08-01;The call center staff was patient and resolved my payment issue.;positive;phone;11;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Account Setup
CASE-13626;2024-08-19;2024-08-18;2024-08-01;Phone support was amazing, they handled my complaint well.;positive;phone;7;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Payment Issues
CASE-11781;2022-03-03;2022-02-27;2022-03-01;Phone support was a nightmare, no help at all.;negative;chatbot;56;1;DETRACTOR;0;0;Grupo H,Grupo F,Grupo I,Grupo J,Grupo E;5;5;Grupo E;Fraud Report
CASE-17718;2023-06-07;2023-06-04;2023-06-01;Email support was reliable and resolved my concern.;positive;chatbot;5;4;PROMOTER;1;1;Grupo H;1;1;Grupo H;Payment Issues
CASE-10896;2022-04-05;2022-04-03;2022-04-01;The chatbot failed to help with my balance inquiry.;negative;phone;204;1;DETRACTOR;0;0;Grupo D,Grupo H,Grupo F,Grupo G;4;4;Grupo G;Fees Inquiry
CASE-16368;2024-01-24;2024-01-21;2024-01-01;The email team didn’t address my issue at all.;negative;chatbot;92;2;DETRACTOR;0;0;Grupo B,Grupo C,Grupo G,Grupo E,Grupo J;5;5;Grupo J;Login Problems
CASE-17790;2024-08-21;2024-08-18;2024-08-01;The phone agent was okay, solved my issue slowly.;neutral;email;1171;3;DETRACTOR;1;0;Grupo D,Grupo B,Grupo I;3;3;Grupo I;Login Problems
CASE-19307;2024-11-29;2024-11-24;2024-11-01;The chatbot guided me through online banking setup flawlessly.;positive;chatbot;4;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Balance Inquiry
CASE-14755;2022-03-17;2022-03-13;2022-03-01;Email support was useless, they didn’t even try.;negative;chatbot;80;2;DETRACTOR;0;1;Grupo E,Grupo C,Grupo C,Grupo A,Grupo F;4;5;Grupo F;Payment Issues
CASE-18689;2024-01-29;2024-01-28;2024-01-01;The email team was okay, response was standard.;neutral;phone;33;3;DETRACTOR;0;0;Grupo B,Grupo C,Grupo D;3;3;Grupo D;Loan Inquiry
CASE-19199;2023-06-07;2023-06-04;2023-06-01;The phone representative was kind and fixed my issue right away.;positive;email;170;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Card Issues
CASE-10222;2022-05-02;2022-05-01;2022-05-01;The email team took too long to fix my login issue.;negative;phone;38;2;DETRACTOR;0;1;Grupo I,Grupo E,Grupo J,Grupo G;4;4;Grupo G;Fraud Report
CASE-19395;2022-03-15;2022-03-13;2022-03-01;The email team sent a reply that solved nothing.;negative;phone;119;2;DETRACTOR;0;0;Grupo I,Grupo H,Grupo G,Grupo G,Grupo J;4;5;Grupo J;Card Issues
CASE-14670;2022-11-30;2022-11-27;2022-11-01;The email team was okay, response was standard.;neutral;email;287;3;DETRACTOR;1;1;Grupo A,Grupo I;2;2;Grupo I;Balance Inquiry
CASE-19244;2024-12-30;2024-12-29;2024-12-01;The chatbot was decent with my payment request.;neutral;phone;36;3;DETRACTOR;0;0;Grupo J,Grupo A,Grupo F;3;3;Grupo F;Loan Inquiry
CASE-17993;2023-10-10;2023-10-08;2023-10-01;The chatbot answered my loan question in seconds.;positive;phone;5;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Loan Inquiry
CASE-14432;2023-01-20;2023-01-15;2023-01-01;Email support exceeded my expectations with their quick reply.;positive;email;75;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;Account Setup
CASE-16653;2023-06-09;2023-06-04;2023-06-01;The email response was decent, not great.;neutral;email;285;3;DETRACTOR;1;0;Grupo C,Grupo C;1;2;Grupo C;Balance Inquiry
CASE-16727;2022-06-16;2022-06-12;2022-06-01;The staff made transferring funds so easy and stress-free.;positive;email;151;5;PROMOTER;1;1;Grupo G,Grupo E;2;2;Grupo E;Balance Inquiry
CASE-11254;2024-10-15;2024-10-13;2024-10-01;The phone agent gave me conflicting information.;negative;email;3370;1;DETRACTOR;0;0;Grupo F,Grupo A,Grupo A;2;3;Grupo A;Payment Issues
CASE-11879;2025-01-03;2024-12-29;2025-01-01;The phone team made me wait and then hung up.;negative;chatbot;25;2;DETRACTOR;0;1;Grupo E,Grupo H,Grupo F,Grupo I;4;4;Grupo I;Card Issues
CASE-16187;2022-08-28;2022-08-28;2022-08-01;The phone agent was great at explaining my loan terms.;positive;chatbot;2;5;PROMOTER;1;1;Grupo B,Grupo F;2;2;Grupo F;Account Setup
CASE-17220;2023-10-31;2023-10-29;2023-10-01;The chatbot failed to process my savings request.;negative;chatbot;18;2;DETRACTOR;0;0;Grupo G,Grupo D,Grupo I,Grupo C;4;4;Grupo C;Transaction Error
CASE-16341;2024-01-08;2024-01-07;2024-01-01;Phone support was a nightmare, no help at all.;negative;phone;52;1;DETRACTOR;0;0;Grupo I;1;1;Grupo I;Loan Inquiry
CASE-15495;2023-02-20;2023-02-19;2023-02-01;The email team didn’t fix my login problem.;negative;email;1989;1;DETRACTOR;0;0;Grupo I,Grupo F,Grupo F;2;3;Grupo F;Card Issues
CASE-12263;2022-09-30;2022-09-25;2022-09-01;The chatbot answered all my questions perfectly, amazing!;positive;phone;15;4;PROMOTER;1;1;Grupo E,Grupo B;2;2;Grupo B;Transaction Error
CASE-13563;2022-11-01;2022-10-30;2022-11-01;Email support was fast and gave me all the info I needed.;positive;phone;10;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;Transaction Error
CASE-14078;2022-12-01;2022-11-27;2022-12-01;The chatbot couldn’t process my balance request.;negative;chatbot;48;2;DETRACTOR;0;0;Grupo F,Grupo B;2;2;Grupo B;Loan Inquiry
CASE-14483;2024-10-13;2024-10-13;2024-10-01;The email response was clear and solved my problem.;positive;chatbot;9;5;PROMOTER;1;1;Grupo G,Grupo J;2;2;Grupo J;Fees Inquiry
CASE-10946;2024-01-19;2024-01-14;2024-01-01;The phone team made me wait and then hung up.;negative;chatbot;19;2;DETRACTOR;0;0;Grupo E;1;1;Grupo E;Payment Issues
CASE-19708;2023-12-30;2023-12-24;2023-12-01;The phone agent was rude and didn’t solve my issue.;negative;phone;129;2;DETRACTOR;0;0;Grupo J,Grupo A,Grupo I;3;3;Grupo I;Payment Issues
CASE-13448;2022-09-26;2022-09-25;2022-09-01;The email response was professional and to the point.;positive;phone;10;5;PROMOTER;1;1;Grupo B;1;1;Grupo B;Account Setup
CASE-14667;2024-12-15;2024-12-15;2024-12-01;The email team didn’t care about my problem.;negative;email;1831;1;DETRACTOR;0;1;Grupo F,Grupo C,Grupo E;3;3;Grupo E;Login Problems
CASE-12568;2022-05-28;2022-05-22;2022-05-01;The phone agent was impatient and rude.;negative;phone;58;1;DETRACTOR;0;0;Grupo A;1;1;Grupo A;Transaction Error
CASE-16209;2023-10-04;2023-10-01;2023-10-01;The chatbot was average with my card request.;neutral;chatbot;9;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Transaction Error
CASE-18910;2023-04-16;2023-04-16;2023-04-01;The chatbot answered my mortgage question accurately.;positive;phone;44;4;PROMOTER;0;1;Grupo H,Grupo C,Grupo A;3;3;Grupo A;Loan Inquiry
CASE-15512;2024-11-15;2024-11-10;2024-11-01;The chatbot answered all my questions perfectly, amazing!;positive;chatbot;3;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Loan Inquiry
CASE-10217;2022-07-19;2022-07-17;2022-07-01;The chatbot misunderstood my loan inquiry completely.;negative;email;1637;2;DETRACTOR;0;0;Grupo G;1;1;Grupo G;Card Issues
CASE-13702;2023-04-05;2023-04-02;2023-04-01;The email response was prompt and very clear.;positive;chatbot;5;4;PROMOTER;1;0;Grupo F;1;1;Grupo F;Card Issues
CASE-10364;2024-02-11;2024-02-11;2024-02-01;The phone team was amazing with my inquiry.;positive;phone;17;5;PROMOTER;1;1;Grupo G,Grupo B,Grupo D;3;3;Grupo D;Transaction Error
CASE-19765;2024-12-07;2024-12-01;2024-12-01;The chatbot couldn’t help with my card replacement.;negative;chatbot;85;2;DETRACTOR;0;0;Grupo A,Grupo B,Grupo F;3;3;Grupo F;Transaction Error
CASE-18180;2022-02-01;2022-01-30;2022-02-01;The chatbot was quick to assist with my transfer request.;positive;email;174;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Account Setup
CASE-12067;2022-12-13;2022-12-11;2022-12-01;The service was top-notch, I’m so happy with this bank!;positive;chatbot;7;5;PROMOTER;1;1;Grupo G,Grupo A,Grupo J;3;3;Grupo J;Balance Inquiry
